cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,date_time_iso,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused,file_name
15,1.0486121000000002,1.0473361,3.1776638,3.646911100000001,0.0169677305966615,34.833290100097656,32.367713928222656,30.51861000061035,2017-07-02T15:02:24+00:00,0.8713302059926823,17.147235870361328,59.45025634765625,640.0,1924.2052734375,0,FastCharge_000000_CH19_structure
16,1.0483627,1.0484591,3.1771092,3.6496437,0.0167702045291662,35.040496826171875,32.473628997802734,29.9657039642334,2017-07-02T16:02:08+00:00,0.8705258543457268,18.195695877075195,63.09989929199219,640.0,1930.5019571940104,0,FastCharge_000000_CH19_structure
17,1.0480453,1.0480546999999998,3.17366,3.6483638,0.0168729238212108,35.182472229003906,32.324920654296875,30.15563201904297,2017-07-02T17:01:52+00:00,0.8698858375910867,19.243751525878903,66.74826049804688,640.0,1984.2490315755208,0,FastCharge_000000_CH19_structure
18,1.0483952,1.0484473,3.1778607000000005,3.6495938,0.016759680584073,35.1814079284668,32.73149108886719,31.098669052124023,2017-07-02T18:03:44+00:00,0.8707436701585807,20.292198181152344,70.39785766601562,512.0,1945.414090983073,0,FastCharge_000000_CH19_structure
19,1.0481906,1.0482889000000002,3.179889,3.6478786,0.0167373642325401,34.6538200378418,32.60297775268555,30.17162132263184,2017-07-02T19:03:28+00:00,0.871709107863403,21.340486526489254,74.04573822021484,640.0,1939.134785970052,0,FastCharge_000000_CH19_structure
20,1.0477476,1.0477306999999998,3.1739113,3.6483812000000007,0.0169723965227603,35.12504959106445,32.37215805053711,30.775972366333008,2017-07-02T20:03:12+00:00,0.8699505687618386,22.38821792602539,77.6941146850586,640.0,1922.1250122070317,0,FastCharge_000000_CH19_structure
21,1.0479593,1.0479666,3.1771967,3.6474733,0.0167005695402622,34.851890563964844,32.67047500610352,30.70921897888184,2017-07-02T21:02:56+00:00,0.8710678430463082,23.43618392944336,81.34159088134766,640.0,2011.637764485677,0,FastCharge_000000_CH19_structure
22,1.0479947,1.0480314,3.1749446,3.6464448,0.0168060027062892,34.04181289672852,32.53858184814453,29.731491088867188,2017-07-02T22:04:48+00:00,0.870695917294566,24.484214782714844,84.988037109375,512.0,1937.357645670573,0,FastCharge_000000_CH19_structure
23,1.0473453,1.0473388,3.1697984,3.6457224,0.0168895106762647,34.64961242675781,32.241539001464844,30.246620178222656,2017-07-02T23:04:32+00:00,0.8694568736226322,25.53155517578125,88.63375854492188,640.0,1911.751192220052,0,FastCharge_000000_CH19_structure
24,1.0473962,1.0473938,3.1721964,3.6460917,0.0167583115398883,34.57911682128906,32.38971328735352,30.46909713745117,2017-07-03T00:04:16+00:00,0.8700264998820517,26.57894897460937,92.27984619140624,640.0,1923.592321777344,0,FastCharge_000000_CH19_structure
25,1.0473266,1.0473711,3.1687694,3.6459262,0.0168867669999599,34.44225311279297,32.07162094116211,29.52964973449707,2017-07-03T01:04:00+00:00,0.8691260399072257,27.626319885253903,95.92577362060548,640.0,1905.0297241210935,0,FastCharge_000000_CH19_structure
26,1.0469995,1.0469801,3.1700568,3.6466269,0.0168534070253372,34.67181396484375,32.099510192871094,30.33359909057617,2017-07-03T02:03:44+00:00,0.8693120757706251,28.67329978942871,99.57240295410156,640.0,1973.8891560872396,0,FastCharge_000000_CH19_structure
27,1.0471801,1.0471692,3.1721354,3.6448498,0.0167184248566627,35.31044387817383,32.604740142822266,30.302120208740234,2017-07-03T03:05:36+00:00,0.8703062057591509,29.720468521118164,103.21725463867188,512.0,1934.519893391927,0,FastCharge_000000_CH19_structure
28,1.0467929,1.046802,3.1676347,3.6433663,0.0166293606162071,35.205360412597656,32.57627487182617,30.31935691833496,2017-07-03T04:05:20+00:00,0.8694252620166137,30.76727104187012,106.8606185913086,640.0,1930.3628255208332,0,FastCharge_000000_CH19_structure
29,1.0467069,1.0467125,3.1686711,3.6450562,0.0167134571820497,35.03433609008789,32.51942825317383,30.83642578125,2017-07-03T05:05:04+00:00,0.8693065143961292,31.813983917236328,110.50567626953124,640.0,1929.2795166015624,0,FastCharge_000000_CH19_structure
30,1.0464903,1.0465540999999998,3.1683435,3.642988200000001,0.0166791696101427,34.510494232177734,32.596466064453125,30.51823234558105,2017-07-03T06:04:48+00:00,0.8697100638426443,32.860538482666016,114.1486587524414,640.0,2004.7493204752604,0,FastCharge_000000_CH19_structure
31,1.045921,1.0459248,3.1584189,3.6403618,0.016844093799591,34.653831481933594,32.102691650390625,29.92622947692871,2017-07-03T07:06:40+00:00,0.8676112632541085,33.906463623046875,117.78902435302734,512.0,1903.3432739257812,0,FastCharge_000000_CH19_structure
32,1.0461136999999998,1.0460625,3.1636279,3.6426578,0.0167167074978351,35.66926574707031,32.3985481262207,30.355934143066406,2017-07-03T08:06:24+00:00,0.8684943998857098,34.9525260925293,121.43167877197266,640.0,1920.870479329427,0,FastCharge_000000_CH19_structure
33,1.0458584999999998,1.0458695,3.1611385,3.641919600000001,0.0165551360696554,35.626976013183594,32.53926467895508,30.274738311767575,2017-07-03T09:06:08+00:00,0.8679868989968915,35.99839401245117,125.07360076904295,640.0,1927.855155436198,0,FastCharge_000000_CH19_structure
34,1.0450872,1.0450327,3.1566403,3.6399245,0.0168357156217098,35.74673080444336,31.99721336364746,29.88411521911621,2017-07-03T10:05:52+00:00,0.8672268614362741,37.04342651367188,128.71353149414062,640.0,1892.170369466146,0,FastCharge_000000_CH19_structure
35,1.0453367,1.045321,3.156219,3.6411231,0.0165923349559307,36.09430313110352,32.34309005737305,29.95870780944824,2017-07-03T11:05:36+00:00,0.8668256780442275,38.088748931884766,132.35464477539062,640.0,1980.1117553710933,0,FastCharge_000000_CH19_structure
36,1.0448821,1.0449393,3.1563034,3.6404281,0.016563381999731,35.50375747680664,32.1242790222168,29.26094436645508,2017-07-03T12:07:28+00:00,0.8670143492189833,39.13368606567383,135.9950714111328,640.0,1905.8918986002604,0,FastCharge_000000_CH19_structure
37,1.0447681,1.0447134,3.1566851,3.6403265,0.0168108493089675,35.80137252807617,32.05037307739258,29.912006378173828,2017-07-03T13:07:12+00:00,0.8671434004614696,40.17840194702149,139.63540649414062,640.0,1900.506282552084,0,FastCharge_000000_CH19_structure
38,1.0451405,1.0451626,3.1608214,3.6396866,0.0165462084114551,35.66474533081055,32.760677337646484,30.84040069580078,2017-07-03T14:06:56+00:00,0.8684322985391105,41.22356414794922,143.27508544921875,640.0,1944.528104654948,0,FastCharge_000000_CH19_structure
39,1.0447558,1.0448201,3.162205,3.6378081,0.0165260788053274,34.78734588623047,32.6085205078125,29.603256225585938,2017-07-03T15:06:40+00:00,0.8692610805941082,42.26838302612305,146.91290283203125,640.0,2006.7968424479168,0,FastCharge_000000_CH19_structure
40,1.0445387,1.0445647,3.1591046,3.6371951,0.016742592677474,35.07717514038086,32.5494270324707,30.42740631103516,2017-07-03T16:08:32+00:00,0.8685551676895199,43.31294631958008,150.5500946044922,512.0,1931.4709676106768,0,FastCharge_000000_CH19_structure
41,1.044812,1.0448114,3.1626027000000003,3.6373556,0.0166517794132232,35.098758697509766,32.7601203918457,30.46439743041992,2017-07-03T17:08:16+00:00,0.8694785574443148,44.357757568359375,154.1874542236328,640.0,1945.735392252604,0,FastCharge_000000_CH19_structure
42,1.0447156,1.0447289,3.1540506,3.636873000000001,0.0166954696178436,35.21929168701172,32.661319732666016,29.368696212768555,2017-07-03T18:08:00+00:00,0.867242436015775,45.402488708496094,157.82432556152344,640.0,1934.415954589844,0,FastCharge_000000_CH19_structure
43,1.0443196,1.0443109,3.1565428,3.6379964,0.0167427416890859,35.544960021972656,32.47834777832031,30.537805557250977,2017-07-03T19:07:44+00:00,0.8676596821261285,46.4468002319336,161.46231079101562,640.0,1929.0849772135416,0,FastCharge_000000_CH19_structure
44,1.0443071,1.0443133,3.1560843,3.6367171,0.0165448747575283,36.13861846923828,32.90362548828125,31.167938232421875,2017-07-03T20:07:28+00:00,0.8678388263964771,47.49111175537109,165.09902954101562,640.0,2017.8653645833333,0,FastCharge_000000_CH19_structure
45,1.0438224,1.0438031,3.1481676,3.6349993,0.0164349302649498,35.62944412231445,32.4908447265625,30.22011947631836,2017-07-03T21:09:20+00:00,0.8660710333561825,48.534915924072266,168.73403930664062,640.0,1925.7568888346352,0,FastCharge_000000_CH19_structure
46,1.0436834,1.0437651,3.152194,3.6364622,0.0166342854499816,35.63349914550781,32.56175994873047,30.84474754333496,2017-07-03T22:09:04+00:00,0.8668298545767915,49.57868194580078,172.37049865722656,640.0,1933.3158691406247,0,FastCharge_000000_CH19_structure
47,1.0435412,1.0435631,3.1528955,3.6343851,0.0165349338203668,35.079078674316406,32.73111724853516,30.59613800048828,2017-07-03T23:08:48+00:00,0.8675182770257339,50.62224197387695,176.0048828125,640.0,1944.2985026041667,0,FastCharge_000000_CH19_structure
48,1.0428479,1.0429549,3.142952,3.6316347,0.0166490003466606,34.825435638427734,32.031150817871094,29.73681259155273,2017-07-04T00:08:32+00:00,0.865437264381244,51.66519927978516,179.6365203857422,640.0,1968.630196126302,0,FastCharge_000000_CH19_structure
49,1.0430326,1.0430015,3.1472807,3.6346903,0.0167065281420946,35.25736618041992,32.208831787109375,30.4135684967041,2017-07-04T01:10:24+00:00,0.8659006518382047,52.70819854736328,183.27120971679688,512.0,1909.8180216471355,0,FastCharge_000000_CH19_structure
50,1.0430199,1.0429548,3.1473596,3.6335635,0.0166062675416469,35.829856872558594,32.46012878417969,30.60939598083496,2017-07-04T02:10:08+00:00,0.866190889467048,53.75115585327149,186.9047698974609,640.0,1925.682080078125,0,FastCharge_000000_CH19_structure
51,1.0425131,1.0425425,3.1436396,3.6328351,0.0167703945189714,34.92008972167969,32.06721496582031,29.743783950805664,2017-07-04T03:09:52+00:00,0.8653405710597764,54.79369735717773,190.53761291503903,640.0,1900.6816772460936,0,FastCharge_000000_CH19_structure
52,1.0426855,1.0427296,3.1484265,3.6323128,0.0167171936482191,35.58039093017578,32.4356803894043,30.116025924682617,2017-07-04T04:09:36+00:00,0.8667828662773757,55.83642578125,194.169921875,640.0,1925.280529785156,0,FastCharge_000000_CH19_structure
53,1.0426401,1.0425966,3.1438506,3.6321354,0.0165955908596515,36.860050201416016,32.68922424316406,29.965333938598636,2017-07-04T05:09:20+00:00,0.8655653641106,56.879024505615234,197.8020477294922,640.0,2000.9321940104164,0,FastCharge_000000_CH19_structure
54,1.0416745,1.0417571,3.1394184,3.6308227,0.0166664943099021,35.33803176879883,32.232276916503906,30.17650604248047,2017-07-04T06:11:12+00:00,0.8646575884853864,57.920780181884766,201.4328765869141,640.0,1909.693444824219,0,FastCharge_000000_CH19_structure
55,1.0420016,1.0420194,3.1437142,3.6305029,0.0166387856006622,35.44851303100586,32.559837341308594,30.74887084960937,2017-07-04T07:10:56+00:00,0.8659170056027224,58.962799072265625,205.0633850097656,640.0,1931.2390258789064,0,FastCharge_000000_CH19_structure
56,1.041877,1.0419048,3.1438625,3.629621,0.0166096314787864,35.5948486328125,32.52647399902344,30.76573181152344,2017-07-04T08:10:40+00:00,0.8661682583388184,60.00470352172852,208.6929931640625,640.0,1929.3965779622397,0,FastCharge_000000_CH19_structure
57,1.0411434000000002,1.0411416999999998,3.1369402,3.6292348,0.0168932154774665,35.11274337768555,31.970895767211918,29.732234954833984,2017-07-04T09:10:24+00:00,0.8643530586668022,61.04584503173828,212.32223510742188,640.0,1960.7051310221352,0,FastCharge_000000_CH19_structure
58,1.0413216,1.0412951,3.1356323,3.6290324,0.01667389459908,36.46325302124024,32.3658561706543,29.562753677368164,2017-07-04T10:12:16+00:00,0.864040866650846,62.08714294433594,215.9512634277344,512.0,1911.92080078125,0,FastCharge_000000_CH19_structure
59,1.0406898999999998,1.0407292,3.1343098,3.6285937000000006,0.0164683200418949,35.593021392822266,32.08967590332031,29.24207305908203,2017-07-04T11:12:00+00:00,0.8637808636442266,63.127872467041016,219.57986450195312,640.0,1903.3769978841144,0,FastCharge_000000_CH19_structure
60,1.0406659,1.0406398,3.1358032,3.6281984,0.0169094093143939,35.17707824707031,31.96184539794922,30.043781280517575,2017-07-04T12:11:44+00:00,0.8642865836664281,64.16851043701172,223.2080535888672,640.0,1897.1330647786456,0,FastCharge_000000_CH19_structure
61,1.0409617,1.0409076,3.1375663,3.6271601,0.0166280157864093,35.7714729309082,32.463417053222656,30.33184814453125,2017-07-04T13:11:28+00:00,0.8650200745205593,65.20941925048828,226.8352203369141,640.0,1924.971610514323,0,FastCharge_000000_CH19_structure
62,1.0407214,1.0407624,3.1329775,3.626039,0.0164994075894355,35.58576583862305,32.48516082763672,29.67875289916992,2017-07-04T14:11:12+00:00,0.8640220085884349,66.25018310546875,230.4612579345703,640.0,1988.6323282877609,0,FastCharge_000000_CH19_structure
63,1.040293,1.0403239,3.1337423,3.6265018,0.0167652014642953,35.43974685668945,32.23740768432617,29.917430877685547,2017-07-04T15:13:04+00:00,0.864122637413278,67.2905044555664,234.08775329589844,512.0,1912.0828287760417,0,FastCharge_000000_CH19_structure
64,1.0402825999999998,1.0403118,3.1323504,3.6255269,0.0167500507086515,36.31474304199219,32.39532470703125,29.79903984069824,2017-07-04T16:12:48+00:00,0.8639710823825358,68.33081817626953,237.7132873535156,640.0,1917.7604492187504,0,FastCharge_000000_CH19_structure
65,1.0395346,1.0395763,3.1299298,3.6241405,0.016537407413125,35.56681442260742,32.28691864013672,29.92180061340332,2017-07-04T17:12:32+00:00,0.8636336808686087,69.37039184570312,241.33743286132807,640.0,1912.0459106445317,0,FastCharge_000000_CH19_structure
66,1.0397345,1.0397491,3.1326392000000003,3.6243103,0.0166683364659547,35.76221466064453,32.53863525390625,30.786211013793945,2017-07-04T18:12:16+00:00,0.8643407823000147,70.41014099121094,244.96173095703125,640.0,1932.6459472656247,0,FastCharge_000000_CH19_structure
67,1.0396903,1.0397539,3.1341257,3.6225991,0.0166667569428682,35.592559814453125,32.79572296142578,30.92740631103516,2017-07-04T19:12:00+00:00,0.8651594099937805,71.44989776611328,248.58433532714844,640.0,2014.4269653320316,0,FastCharge_000000_CH19_structure
68,1.0390284,1.0391127,3.1263933,3.6202054,0.0166667569428682,35.318267822265625,32.53483200073242,30.381328582763672,2017-07-04T20:13:52+00:00,0.863595557312853,72.48900604248047,252.2045440673828,512.0,1925.0441528320312,0,FastCharge_000000_CH19_structure
69,1.039341,1.0393261,3.1312153,3.6218133,0.0166628509759902,35.971221923828125,32.71726608276367,30.472938537597656,2017-07-04T21:13:36+00:00,0.8645435423189815,73.52833557128906,255.82635498046875,640.0,1940.7216105143232,0,FastCharge_000000_CH19_structure
70,1.0392653,1.0393122,3.1298192000000005,3.6215835,0.0165566392242908,36.91743850708008,33.000972747802734,30.773412704467773,2017-07-04T22:13:20+00:00,0.8642129057634597,74.5676498413086,259.44793701171875,640.0,1953.1664510091143,0,FastCharge_000000_CH19_structure
71,1.0382735,1.0383694,3.1227877,3.620231200000001,0.0167449861764907,35.70243835449219,32.27130889892578,30.17619132995605,2017-07-04T23:13:04+00:00,0.8625934443081976,75.60601806640625,263.06817626953125,640.0,1911.808955891927,0,FastCharge_000000_CH19_structure
72,1.0385571,1.0385984,3.1264534,3.6201236,0.0166579354554414,35.87605667114258,32.61549377441406,30.62845039367676,2017-07-05T00:12:48+00:00,0.8636316726865347,76.64461517333984,266.68829345703125,640.0,2001.198771158854,0,FastCharge_000000_CH19_structure
73,1.0384581,1.038493,3.126719,3.6193492,0.0166353657841682,36.13874435424805,32.608699798583984,30.36469841003418,2017-07-05T01:14:40+00:00,0.8638898396429945,77.68310546875,270.3076477050781,512.0,1930.529728190104,0,FastCharge_000000_CH19_structure
74,1.0377595,1.0377705,3.1221561,3.6192334,0.0168155487626791,35.42035675048828,32.166385650634766,30.251527786254883,2017-07-05T02:14:24+00:00,0.8626567438286793,78.72087860107422,273.9268798828125,640.0,1908.8517822265624,0,FastCharge_000000_CH19_structure
75,1.0380353999999998,1.0381,3.1270998,3.6180687000000007,0.0166785456240177,35.38286209106445,32.61563873291016,30.541576385498047,2017-07-05T03:14:08+00:00,0.8643008354153141,79.75897979736328,277.5449523925781,640.0,1936.6741251627604,0,FastCharge_000000_CH19_structure
76,1.0380118,1.0380962,3.1257102000000003,3.6173167,0.0167187079787254,34.49625015258789,32.56949234008789,29.652738571166992,2017-07-05T04:13:52+00:00,0.8640963618142697,80.79707336425781,281.1622619628906,640.0,1936.0417805989584,0,FastCharge_000000_CH19_structure
77,1.0373431,1.0373698,3.1220465,3.6154981,0.0168657414615154,34.909507751464844,32.37947463989258,29.9201602935791,2017-07-05T05:13:36+00:00,0.8635176713272232,81.83444213867188,284.7777709960937,640.0,1921.9972534179688,0,FastCharge_000000_CH19_structure
78,1.0373871,1.0373945,3.1228142000000005,3.6155624,0.0168155916035175,35.39037322998047,32.496070861816406,29.98222541809082,2017-07-05T06:13:20+00:00,0.8637146464406203,82.87184143066406,288.393310546875,640.0,1996.8309122721355,0,FastCharge_000000_CH19_structure
79,1.0372769,1.0373878,3.1165559,3.6161911,0.0167404543608427,35.79398727416992,32.61747360229492,29.93914794921875,2017-07-05T07:15:12+00:00,0.8618338505395912,83.90922546386719,292.009521484375,512.0,1929.388610839844,0,FastCharge_000000_CH19_structure
80,1.0368737,1.0368716999999998,3.1179671,3.6165369,0.0168380327522754,35.77152633666992,32.30591583251953,30.270612716674805,2017-07-05T08:14:56+00:00,0.8621416526954281,84.94609832763672,295.62603759765625,640.0,1917.6205729166663,0,FastCharge_000000_CH19_structure
81,1.0368369,1.0368248,3.1176238,3.6147738,0.0166577324271202,36.36285018920898,32.729736328125,30.595685958862305,2017-07-05T09:14:40+00:00,0.8624671895098941,85.98292541503906,299.2408142089844,640.0,1938.6828287760416,0,FastCharge_000000_CH19_structure
82,1.0361001,1.0361453,3.1108491000000003,3.6129687000000006,0.0165237560868263,35.5414924621582,32.35051345825195,29.76888656616211,2017-07-05T10:14:24+00:00,0.8610229864432536,87.0190658569336,302.8537902832031,640.0,1911.8058878580728,0,FastCharge_000000_CH19_structure
83,1.0360438,1.0360426,3.1109033,3.6134949,0.0168921630829572,35.55584716796875,32.14641571044922,29.99423217773437,2017-07-05T11:14:08+00:00,0.8609126029207901,88.05510711669922,306.46728515625,640.0,1971.009521484375,0,FastCharge_000000_CH19_structure
84,1.0358472,1.0359389,3.1100259,3.6128156,0.0167420580983161,35.5478515625,32.24790954589844,29.83808898925781,2017-07-05T12:16:00+00:00,0.8608316184197166,89.09104919433594,310.0801086425781,512.0,1910.6833129882807,0,FastCharge_000000_CH19_structure
85,1.0355451999999998,1.0355978,3.1098676,3.6113403,0.0166387222707271,36.09874725341797,32.435760498046875,30.3422794342041,2017-07-05T13:15:44+00:00,0.8611394500817329,90.12664794921876,313.6914367675781,640.0,1922.5967203776045,0,FastCharge_000000_CH19_structure
86,1.0356355,1.0343112,3.113569,3.6067572,0.0166784934699535,35.73883819580078,32.763309478759766,30.86986923217773,2017-07-05T14:15:28+00:00,0.8632599388725141,91.16095733642578,317.2981872558594,640.0,1941.549560546875,0,FastCharge_000000_CH19_structure
87,1.0355972,1.0357416,3.1172419,3.6098509,0.0166556853801012,34.77482986450195,32.72935104370117,29.97703742980957,2017-07-05T15:15:12+00:00,0.8635375771337259,92.19670104980467,320.9080505371094,640.0,1943.1097005208333,0,FastCharge_000000_CH19_structure
88,1.0349765,1.0350022,3.1077085,3.607338,0.01686817035079,35.445892333984375,32.63969421386719,29.6082706451416,2017-07-05T16:14:56+00:00,0.8614963443957844,93.23170471191406,324.515380859375,640.0,1933.161047363281,0,FastCharge_000000_CH19_structure
89,1.0352198,1.0352935,3.1123383,3.6092632,0.0167371965944767,35.81950378417969,32.73915100097656,30.259510040283203,2017-07-05T17:14:40+00:00,0.8623195725930987,94.26699829101562,328.1246643066406,640.0,2009.6922241210937,0,FastCharge_000000_CH19_structure
90,1.0352874,1.0352675999999998,3.1071978,3.6093686,0.0166266374289989,37.40242767333984,33.056636810302734,29.812124252319336,2017-07-05T18:16:32+00:00,0.8608701810061736,95.30226135253906,331.7340087890625,512.0,1955.011612955729,0,FastCharge_000000_CH19_structure
91,1.0344273000000002,1.0345268,3.1041439,3.6078985,0.0166049133986234,36.10343551635742,32.6478385925293,30.387176513671875,2017-07-05T19:16:16+00:00,0.8603745088726859,96.3367919921875,335.3419189453125,640.0,1929.720918782552,0,FastCharge_000000_CH19_structure
92,1.0344839,1.0345613,3.1051898,3.6079266,0.0166505686938762,36.49576568603516,32.8113899230957,30.79788589477539,2017-07-05T20:16:00+00:00,0.8606576974154628,97.37135314941406,338.9498596191406,640.0,1942.9011840820312,0,FastCharge_000000_CH19_structure
93,1.0338392,1.0339911,3.1044157,3.606137,0.0165786389261484,35.02496337890625,32.37351608276367,29.22953414916992,2017-07-05T21:15:44+00:00,0.8608701499693439,98.40534210205078,342.55596923828125,640.0,1921.890152994792,0,FastCharge_000000_CH19_structure
94,1.0335701,1.0336615,3.1027896,3.605307100000001,0.0168712884187698,35.49482345581055,32.39558029174805,30.226682662963867,2017-07-05T22:15:28+00:00,0.8606172827829284,99.43900299072266,346.1612854003906,640.0,1919.9757649739583,0,FastCharge_000000_CH19_structure
95,1.0338049,1.0338505999999998,3.1061144,3.6049061,0.0167018622159957,35.63673782348633,32.75758743286133,30.735519409179688,2017-07-05T23:15:12+00:00,0.861635314162552,100.4728546142578,349.7662048339844,640.0,2012.387919108073,0,FastCharge_000000_CH19_structure
96,1.0335374,1.0337079,3.099771,3.6037195,0.0167433694005012,34.88862991333008,32.64837646484375,30.1108455657959,2017-07-06T00:17:04+00:00,0.8601587887181563,101.50656127929688,353.3699035644531,640.0,1933.0573079427083,0,FastCharge_000000_CH19_structure
97,1.0331554,1.0331695,3.1001203,3.6042979,0.0168787576258182,35.007869720458984,32.23587417602539,30.07992172241211,2017-07-06T01:16:48+00:00,0.860117666744472,102.53973388671876,356.9742126464844,640.0,1912.524393717448,0,FastCharge_000000_CH19_structure
98,1.0331545,1.0332179,3.1032965,3.6029267,0.0168085228651762,35.12775421142578,32.4652214050293,29.978334426879883,2017-07-06T02:16:32+00:00,0.8613265709790876,103.5729522705078,360.5771484375,640.0,1928.6824096679688,0,FastCharge_000000_CH19_structure
99,1.0331815,1.0333428,3.0984416,3.6026824,0.0168225690722465,35.32151412963867,32.63150405883789,29.442869186401367,2017-07-06T03:16:16+00:00,0.860037398800405,104.60629272460938,364.1798095703125,640.0,1933.489196777344,0,FastCharge_000000_CH19_structure
100,1.0328457,1.0328838,3.1003778,3.6032271,0.01689407043159,36.16188049316406,32.585079193115234,29.969402313232425,2017-07-06T04:16:00+00:00,0.8604447385511725,105.63917541503906,367.7830505371094,640.0,1931.5325602213543,0,FastCharge_000000_CH19_structure
101,1.032721,1.0327284,3.0964339,3.601932,0.0166880171746015,37.48198699951172,32.9112663269043,29.971105575561523,2017-07-06T05:15:44+00:00,0.8596591773525986,106.67190551757812,371.3849792480469,640.0,2010.2223388671875,0,FastCharge_000000_CH19_structure
102,1.0318528,1.0320429,3.0897443,3.6013041,0.0165522769093513,35.93565368652344,32.4453239440918,29.806602478027344,2017-07-06T06:17:36+00:00,0.857951512620109,107.70394897460938,374.9862976074219,512.0,1921.8680338541667,0,FastCharge_000000_CH19_structure
103,1.0319588,1.0320274,3.0948455000000004,3.6008513,0.0168080367147922,35.60440826416016,32.492713928222656,30.622596740722656,2017-07-06T07:17:20+00:00,0.8594760633409106,108.73597717285156,378.5871276855469,640.0,1928.019315592448,0,FastCharge_000000_CH19_structure
